"0__32_4",32,16,"SQ_LDS_BANK_CONFLICT",896.000000
"0__32_4",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_4_1024_4",32,16,"SQ_LDS_BANK_CONFLICT",0.00000000e+00
"0__32_4_1024_4",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_4_1024_8",32,16,"SQ_LDS_BANK_CONFLICT",128.000000
"0__32_4_1024_8",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_4_1024_16",32,16,"SQ_LDS_BANK_CONFLICT",384.000000
"0__32_4_1024_16",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_8",32,16,"SQ_LDS_BANK_CONFLICT",1984.000000
"0__32_8",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_8_512_4",32,16,"SQ_LDS_BANK_CONFLICT",0.00000000e+00
"0__32_8_512_4",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_8_512_8",32,16,"SQ_LDS_BANK_CONFLICT",192.000000
"0__32_8_512_8",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_8_512_16",32,16,"SQ_LDS_BANK_CONFLICT",448.000000
"0__32_8_512_16",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_16",32,16,"SQ_LDS_BANK_CONFLICT",4160.000000
"0__32_16",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_16_256_4",32,16,"SQ_LDS_BANK_CONFLICT",0.00000000e+00
"0__32_16_256_4",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_16_256_8",32,16,"SQ_LDS_BANK_CONFLICT",192.000000
"0__32_16_256_8",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__32_16_256_16",32,16,"SQ_LDS_BANK_CONFLICT",576.000000
"0__32_16_256_16",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__256_4",32,16,"SQ_LDS_BANK_CONFLICT",64.000000
"0__256_4",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
"0__256_4_8192_4",32,16,"SQ_LDS_BANK_CONFLICT",64.000000
"0__256_4_8192_4",32,16,"SQ_LDS_UNALIGNED_STALL",0.00000000e+00
